acronym_,expansion,id,text
EE,Estonia,1608,"Observer status for the Conference on Security and Cooperation in Europe in the General Assembly By a letter dated 20 August 1993 (A/48/231 and Add.1 and 2), Albania, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Canada, Croatia, Cyprus, the Czech Republic, Denmark, EE, Finland, France, Georgia, Germany, Greece, Hungary, Iceland, Ireland, Italy, Kazakhstan, Kyrgyzstan, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, the Netherlands, Norway, Poland, Portugal, the Republic of Moldova, Romania, the Russian Federation, Slovakia, Slovenia, Spain, Sweden, Turkey, Ukraine, the United Kingdom of Great Britain and Northern Ireland, the United States of Ameri"
EE,Estonia,1609,nada 19 May 1976 a/ 19 August 1976 Chile 10 February 1972 3 January 1976 Colombia 29 October 1969 3 January 1976 Congo 5 October 1983 a/ 5 January 1984 Costa Rica 29 November 1968 3 January 1976 Côte d'Ivoire 26 March 1992 a/ 26 June 1992 Croatia 8 October 1991 b/ 8 October 1991 Denmark 6 January 1972 3 January 1976 Egypt 14 January 1982 14 April 1982 El Salvador 30 November 1979 29 February 1980 EE 21 October 1991 a/ 21 January 1992 Finland 19 August 1975 3 January 1976 France 4 November 1980 a/ 4 February 1981 Gabon 21 January 1983 a/ 21 April 1983 Gambia 29 December 1978 a/ 29 March 1979 Greece 16 May 1985 a/ 16 August 1985 Grenada 6 September 1991 a/ 6 December 1991 Guatemala 19 May 1988 a/ 19 August 1988 Guinea 24 January 1978 24 April 1978 Guinea-Bissau 2 July 1992 a/ 2 October
EE,Estonia,1610,ary 1990 28 January 1991 Comoros 30 September 1990 Costa Rica 26 January 1990 21 August 1990 Côte d'Ivoire 26 January 1990 04 February 1991 Croatia 08 October 1991 b/ Cuba 26 January 1990 21 August 1991 Denmark 26 January 1990 19 July 1991 Djibouti 30 September 1990 06 December 1990 Dominica 26 January 1990 13 March 1991 Egypt 05 February 1990 06 July 1990 El Salvador 26 January 1990 10 July 1990 EE 21 October 1991 a/ Ethiopia 14 May 1991 a/ Finland 26 January 1990 20 June 1991 France 26 January 1990 07 August 1990 Gabon 26 January 1990 Gambia 05 February 1990 08 August 1990 Ghana 29 January 1990 05 February 1990 Greece 26 January 1990 Grenada 21 February 1990 05 November 1990 Guatemala 26 January 1990 06 June 1990 Guinea 13 July 1990 a/ Guinea-Bissau 26 January 1990 20 August 1990 Gu
EE,Estonia,1611,"It received and granted requests for oral presentations from Belarus, Latvia on behalf also of EE and Lithuania, the Slovak Republic, Kazakhstan, the Czech Republic and Ukraine."
EE,Estonia,1612,"Situation of human rights in EE and Latvia Document: Report of the Secretary-General (resolution 47/115), A/48/511."
EE,energy efficiency,1613,"to provide assistance to Eastern and Central European ECE member States on transition from central planning to market economy systems;* (b) Group training, including seminars, workshops and fellowships: eight workshops on transition of Eastern and Central European member States from central planning in the energy sector to market economy systems;* Energy Efficiency 2000 project (XB);* and global EE 21 (XB)."
EE,energy efficiency,1614,"nd the Indian Ocean Marine Affairs Cooperation (IOMAC); status report on regional practice in the exploitation of waste as a resource; energy scene and trends, including integration of environment in energy policy and planning; sectoral energy demand trends, the potential for inter-fuel substitution and energy conservation, and the status of demand-side management in Asia; prospects for enhancing EE in the Asia-Pacific region; operational efficiency improvements including demand-side management of Asian and the Pacific electric power utilities; review of recent natural disasters and natural disaster reduction efforts in the region."
EE,energy efficiency,1615,Four reports to the working party on standardization policies: coordination of standardization policies in the ECE region; conformity assessment procedures in ECE member countries; metrology in testing procedures in ECE member countries; and EE standards and labelling systems; (a) Sixteen recurrent publications on the steel market (two);* steel statistics for Europe (two); statistics of world trade in steel (two); trade in chemical products (two); ECE directory of chemical producers and products (two); chemical industry (two);* engineering industries and automation (two);* ECE recommendations on standardization policies
EE,energy efficiency,1616,"In particular, small island developing States are generally prepared to consider ways of increasing EE."
EE,energy efficiency,1617,"on to agriculture/fisheries resources management; resource assessment, development and management**; geology for land use planning and environmental management; technological advances in treating wastes as resources**; marine environment and non-living marine resources development; mineral concentrations and hydrocarbon accumulations (4 in 1994, 5 in 1995); (iv) Energy development and management: EE guidebook for the Asia-Pacific region**; new and renewable sources of energy supply and environmental management**; environmental management for power systems** (1 in 1994, 2 in 1995); (v) Natural disaster reduction: seismic and volcanic monitoring systems (1994); (vi) Manuals, guidelines and rosters relating to environment and sustainable development: environmental impact assess"
EE,energy efficiency,1618,"Private sector operations will be improved in six SADC countries, while leather finishing and footwear production capabilities will be improved though component manufacturing in the subregion; (c) Improving EE and introducing environmentally cleaner production techniques in industry."
